662554.390842776,5771436.64602288
662553.887534104,5771431.8789024
662553.391014277,5771427.52868046
662552.619825154,5771421.14819616
662551.886704783,5771415.56180561
662551.068045192,5771409.40384899
662550.332061193,5771403.1722805
662549.748575434,5771396.65591812
662549.36803896,5771391.10354911
662549.223142327,5771384.4478462
662549.686842297,5771376.14858319
662550.531755656,5771369.01856134
662551.487953937,5771361.96207197
662552.763454619,5771353.59564011
662553.876934506,5771346.89736525
662555.482960246,5771337.23263742
662556.777033414,5771329.21393031
662558.158107422,5771320.75002765
662559.421882592,5771313.18293754
662561.004572601,5771303.53618357
662562.529883578,5771294.66176264
662564.031403302,5771286.16658605
662565.651926425,5771276.89901466
662567.028981738,5771269.07958165
662568.571684029,5771260.45982009
662570.027731862,5771251.45343366
662571.063199402,5771242.74157149
662571.448735543,5771233.85718606
662571.520222011,5771224.88099538
662571.535228476,5771216.12309691
662571.572619908,5771207.311601
662571.649942582,5771198.1056162
662571.87982269,5771188.38893983
662572.431078244,5771178.77988061
662573.200296962,5771169.6069221
662574.132223091,5771159.33363653
662574.708089243,5771149.50190804
662574.275873591,5771140.38732567
662571.75608223,5771130.99975886
662566.717874353,5771121.81244261
662560.054955486,5771114.54109911
662550.833654603,5771108.4756096
662541.321862059,5771104.22133238
662532.610861213,5771100.71194759
662520.23542464,5771096.22347791
662522.716186666,5771097.09028065
662521.29560163,5771096.609954
662519.194992355,5771095.87804446
662516.050522904,5771094.85260296
662513.469011963,5771094.08624118
662510.716273665,5771093.21272011
662506.906753186,5771092.16931179
662503.363417194,5771091.08126939
662498.43045748,5771090.06961819
662494.37391228,5771088.92827667
662489.282232251,5771087.55569438
662485.636235242,5771086.39454191
662481.244236423,5771085.26884053
662476.18291946,5771083.97141559
662473.317012873,5771083.30971845
662469.419834804,5771082.36810952
662463.845751621,5771080.965112
662460.596334402,5771080.14308533
662455.809616319,5771079.27025447
662452.613691253,5771078.32239288
662448.487770903,5771077.39840566
662443.269972244,5771076.09237411
662428.98093572,5771072.12453585
662420.292918382,5771069.94623514
662408.159868428,5771066.90222796
662398.255299879,5771064.63699397
662389.321547153,5771062.90014552
662370.085,5771059.555
